lemma,examples
invite,"['the defendant INVITED the victim to supper', 'i INVITE you to dinner', 'i INVITE you for diner', 'i INVITED him to dinner', 'i INVITED you to dinner', 'they INVITE me for laughs', 'juan INVITED most of them', 'they INVITED us for lunch', 'he INVITED me to dinner', 'he INVITED it to dinner', 'he INVITES the girl to dinner', 'random INVITED me for dinner', 'you INVITED me to dinner', 'flora INVITED you to dinner', 'vicente INVITED you for lunch', 'i INVITED him to dinner', 'i INVITE you to taormina', 'we´ve INVITED a soldier to dinner', 'she INVITED me to this', 'i INVITED the farleys for dinner']"
irritate,[]
itch,"['it ITCHES like hell', 'it ITCHES like hell', 'it ITCHES like hell', 'it ITCHES like mad', 'you ITCH for her', 'they ITCH like hell', 'it ITCHES like hell']"
jail,"['owner JAILED for kidnapping', 'they JAILED me for nowt']"
jam,"['somebody JAMMED the door with it', 'transmission JAMMED at source', 'you JAMMING with me', 'that harbor JAMMED with shipping', 'module JAMS in wormholes', 'i JAMMED it into him', 'enough ice JAMMED the congo against it', 'we JAMMED a couple of times']"
jog,['i JOG at night']
join,"['i JOINED in 1904', 'i JOIN you in matrimony', 'i JOINED a division near mlawa', 'no memories JOINED with that', 'i JOIN no band of thieves', 'he JOINED me for coffee', 'rex JOINED us after breakfast', 'young chinese JOIN the march from asia', 'we JOIN the stick of angels', 'i JOINED the party after that', 'everybody JOIN with me', 'he JOINS like everyone', 'i JOINED in february', 'men JOIN in', 'i JOINED on april', 'i JOINED in nancy', 'you JOIN the bride in marriage', 'i JOINED the brotherhood of magicians', 'a gentleman JOINED me for coffee', 'i JOINED the army on a whim']"
joke,"['i JOKE with her', 'we JOKE about it', 'you JOKE about everything', 'you JOKE about everything', 'nobody JOKES about grades', 'you JOKE with me', 'everybody JOKES about that', 'she JOKED about it', 'they JOKES at one', 'you JOKE about it', 'we JOKED about it', 'you JOKE with her', 'you JOKE with me', 'they JOKE about it', 'we JOKED about that', 'you JOKE about it', 'i JOKE a lot about grace', 'i JOKE with her', 'i JOKE it about it', 'you JOKED in the car']"
judge,"['i JUDGE by deeds', 'i JUDGED by myself', 'this community JUDGES us by scores', 'i JUDGE for myself', 'you JUDGE for yourselves', 'you JUDGE for yourself', 'i JUDGE people on money', 'they JUDGE by emotion', 'hill JUDGES 2927 for guzman', 'anderson JUDGES 2827 for guzman', 'you JUDGE apples by color', 'you JUDGED him for it', 'funding JUDGES us by scores', 'you JUDGE all europeans by those', 'you JUDGE for yourself', 'you JUDGE on looks', 'they JUDGE this contest in the marketplace', 'you JUDGE us on technique']"
juggle,['he JUGGLED a lot of girls']
jump,"['i JUMPED on him', 'i JUMPED in korea', 'i JUMPED on it', 'conclusions JUMP at me', 'you JUMP for it', 'huey JUMPED over it', 'man JUMPED to death', 'you JUMP to 23', 'everybody JUMPING to conclusions', 'you JUMP to conclusions', 'they JUMP in volcanoes', 'they JUMPED us from ambush', 'we JUMPED a couple of rabbits', ""gregory'll JUMP on sunday"", 'men JUMPED from it', 'you JUMP for joy', 'nero JUMPED on poppaea', 'this JUMPED by head', ""we JUMP to at 'em"", 'that drunk JUMPED of me']"
kick,"['he KICKS the stable to pieces', 'i KICKED one of them', 'i KICK him in shin', '¶ KICK it into gear', '¶ KICK it into gear', '¶ KICK it into gear', '¶ KICK it into gear', '¶ KICK it into gear', '¶ KICK it into gear', '¶ KICK it into gear', 'she KICKED me on purpose', 'gerson KICKS it to tostâo', 'you KICK it with me', 'he KICKED right in the', 'you KICKED me in the', 'i KICKED the with you', 'heels KICKED at heaven', 'we KICKED the ass of aids', 'you KICK a lot of drums', 'i KICK the motherfucker with everything']"
kill,"[""ma'll KILL you for it"", ""i KILL you for nothin'"", 'i KILL hundreds of buffalo', 'i KILLED him for revenge', 'father KILLED at inkerman', 'i KILLED him with this', 'lassiter KILLED in jump', 'they KILLED for it', 'cashier KILLED in struggle', 'she KILLED herself for me', 'a french woman KILLED in saigon', 'he KILLED men for gold', 'we KILLED one of them', 'i KILLED some rabbits with it', 'she KILLED a guy in vienna', 'he KILLS rhinos for fun', 'macbeth KILLS for you', 'krozac KILLS like that', 'i KILLED a man of influence', 'they KILL me for it']"
kiss,"['i KISSED her in public', 'everybody KISSES at midnight', 'you KISSED like this', 'i KISS you for it', 'lovers KISSED under mistletoe', 'i KISSED claire as me', 'we KISSED in rehearsal', 'i KISS a lot of women', 'you KISSED him at homecoming', 'she KISSED both of us', 'no guy KISSES like that', 'you KISSED talan in rehearsals', 'you KISS me like that', 'a man KISSES you in public', 'you KISS somebody for serious', 'i KISS the earth before you', 'nobody KISSES with glasses', 'it KISSED me in german', 'you KISS goodbye to sampson', 'she KISSES a lot of frogs']"
kneel,"['i KNEEL before you', 'i KNEEL before you', 'i KNEEL before you', 'i KNEEL before thee', 'i KNEEL before you', 'they KNEEL before lucian', 'they KNEEL before me', 'men KNEEL before me', 'future wife KNEELS to nobody', 'heart KNEELS to you', 'he KNEELS before you', 'you KNEEL to him', 'it KNEELS in awe', 'i KNEEL in shame', 'i KNEEL before you']"
knit,"['i KNIT like hell', 'i KNIT for baby', 'you KNIT like women', 'they KNIT with hair', 'you KNIT with yarn', 'gran KNITTED a frame for it', 'mother KNITTED that for her', 'aunt KNITTED one of these', 'mother KNITTED it for me', 'grandmother KNITTED it for me', 'wife KNITS in home', 'i KNITTED these at home', 'i KNITTED this sweater for you', 'i KNITTED this sweater for you', 'they KNIT a throw for granny']"
knock,"['i KNOCK with five', 'you KNOCK on it', 'he KNOCKS over trucks', 'he KNOCKED on me', 'i KNOCKED a pint onto this', 'someone KNOCKED into her', 'loud KNOCK on door', 'some people KNOCK on wood', 'wheeler KNOCKED me into ganz', 'go KNOCK it against something', 'little charade KNOCKED some sense into me', 'the quake KNOCKED a couple of pipes', 'it KNOCKED bits of doorframe', 'i KNOCK on wood', 'burdette KNOCKS down', 'i KNOCKED at noon', 'i KNOCKED on the', 'you KNOCKED some sense into me', 'they KNOCK on the door', 'this guy KNOCKED into me']"
knot,[]
label,"['graham LABELS them by year', 'they LABEL themselves as perfectionists']"
land,"['i LANDED in canada', 'she LANDED at leith', 'it LANDED at pasquini', 'the army LANDS in shanghai', ""theythey've LANDED on earth"", 'german troops LANDED by parachute', 'the ship LANDS at 5:00', 'the plane LANDED in libya', 'italian soldiers LANDED in marsala', 'the plane LANDS in italy', 'you LANDS in jail', 'you LANDS in jail', 'you LANDS in jail', 'guys LANDED at saierno', 'you LAND in jail', 'we LAND in nice', 'he LANDED on me', 'a vessel LANDED on telos', 'we LAND at 5:00', 'he LANDS in a flying saucer']"
last,"['i LAST with him', 'this LASTED for years', 'it LASTED until dawn', 'that LASTED for months', 'it LASTED for weeks', 'the round LASTS for hours', 'this food LASTS for 24hours', 'it LASTED him for years', 'that stuff LASTS for hours', 'many groups LASTED millions of years', 'silent sympathy LASTS without end', 'silent sympathy LASTS without end', 'the torture LASTED for days', 'shift LASTS until dawn', 'they LASTED for weeks', 'it LASTED for weeks', 'it LASTED for weeks', 'no one LASTS against the red knight', 'no dinner LASTS till 1:00', 'the strike LASTS for months']"
laugh,"['i LAUGH for happiness', 'i LAUGHED to myself', 'i LAUGH at death', 'i LAUGHED at him', 'people LAUGH at you', 'you LAUGH at that', 'they LAUGHED at me', 'people LAUGH at me', 'he LAUGHED at them', 'he LAUGHED the dirty dog at me', 'the bank LAUGHED at me', 'they LAUGHED at edison', 'she LAUGHING at me', 'he LAUGHED at me', 'you LAUGH at him', 'you LAUGH at me', 'everyone LAUGHED at the subprefecture', 'she LAUGHS her at you', 'i LAUGHED at you', 'they LAUGHES 20 at them']"
launch,"['fos LAUNCHED an attack on mankind', 'we LAUNCHED the product at midnight', 'the best car LAUNCHED in 2011', 'we LAUNCH in waves', 'they LAUNCHED from mainland', 'they LAUNCHED a wave of torpedoes', 'he LAUNCHES at 16:00', 'we LAUNCHED monkeys into it', 'the shuttle LAUNCHED without incident', 'the military LAUNCHED an attack against tanner', 'puroma LAUNCHES a counterattack at 10.45', 'you LAUNCH a satellite into space', 'the crew LAUNCHES into space', 'dad LAUNCHED at 0922', 'a model LAUNCHED in 2013', 'you LAUNCHED at n', 'they LAUNCH weapons against us', 'we LAUNCH it into space', 'sood LAUNCHED him at armie']"
learn,"['wenka LEARNS the torment of jealousy', 'i LEARNED it through #', 'i LEARNED that in germany', 'i LEARNED that in egypt', 'i LEARNED it in school', 'i LEARNED it by heart', 'i LEARNED something about myself', 'i LEARNED that in school', 'i LEARNED something from him', 'you LEARN more about people', 'he LEARNED it to me', 'you LEARNED that in india', 'some LEARNED rubbish about marriage', 'you LEARNED a lot at sea', 'she LEARNS about it', 'i LEARNED that at school', 'i LEARNED it by heart', 'i LEARNED from you', 'he LEARNED a lot of things', 'you LEARN a lot in a carnival']"
level,"['i LEVELED with her', 'you LEVELLED with me', 'you LEVEL with me', 'you LEVEL with me', 'i LEVELLED the scores in court', 'it LEVELS the pitch between man']"
license,['a caliber LICENSED to him']
lick,"[""i've'd LICKED the rest of 'em"", 'i LICK plenty of ears', 'we LICKED hitler in 1944', 'he LICKED all of those', 'i LICKED every one of them']"
lie,"['i LIED to you', 'i LIED to him', 'you LIED to me', 'we LIE to everyone', 'you LIED to me', 'you LIED to me', 'you LIED to me', 'you LIED to him', 'it LIES in you', 'someone LIED to you', 'you LIED to me', 'you LIE with integrity', 'someone LIED to you', 'i LIED you to you', 'duty LIES in china', 'you LIED to me', 'he LIED to me', 'i LIED to you', 'i LIED to her', 'i LIED to you']"
lighten,"['she LIGHTENED something in me', 'forgiveness LIGHTENED the burd of guilt']"
like,"['i LIKE you like this', 'i LIKE everything about you', 'i LIKE a show with jokes', 'i LIKE a lot of sun', 'i LIKE sailing at night', 'i LIKE everything at night', 'i LIKE everything about it', 'i LIKE you in anything', 'i LIKE beans with ketchup', ""i LIKE 'em with ketchup"", 'i LIKE that cup of yours', 'i LIKE the zoo at night', 'judge LIKES more than that', 'i LIKE the look of you', 'he LIKES everything about you', 'some LIKED me as canary', 'i LIKE a windbag like that', 'flott LIKES distractions after dinner', 'i LIKE lots of señoritas', 'i LIKE the feel of silk']"
list,"['i LISTS behind you', 'the owners LISTED it on craigslist', 'makinen LISTS an address in yorktown', 'it LISTS for teneight', 'medical data LISTS it as extinct', 'this thing LISTS me at age', 'we LISTED it for 600,000', 'registration LISTS an address in metairie', 'the handbook LISTS freedom from persecution', 'she LISTS a lot of friends', 'reports LISTED cases of kg9', 'these things LIST for 7,500', 'the coroner LISTS the cause of death', 'you LISTED like 8000', 'we LIST at 1.4', 'the cia I.D him as mia', 'he LISTED you of them', ""license LISTS him at 5'10""]"
listen,"['you LISTEN to me', 'you LISTEN to me', 'nobody LISTENS to me', 'workers LISTEN to me', 'he LISTENS you to you', 'you LISTEN to her', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me', 'you LISTEN to me']"
live,"['i LIVE for perks', 'i LIVE with kay', 'i LIVE near barbés', 'i LIVE in grenelle', 'they LIVE an ecstasy of happiness', 'i LIVED for love', 'i LIVE in baltimore', 'we LIVE in orlando', 'you LIVED in faverolles', 'people LIVE in them', 'you LIVE in germany', 'you LIVED with him', 'she LIVE with me', 'we LIVE in sin', 'the owner LIVES in london', 'some men LIVE in darkness', 'you LIVE in luxury', 'mother LIVES in paris', 'i LIVE on charity', 'i LIVE this trip with them']"
load,"['you LOADED this card with intel', 'they LOAD the dice against you', 'she LOADED the guns at lucknow', 'a boat LOADED with food', 'i LOADED them with blanks', 'return LOADED with fish', 'wagon LOADED with goods', 'we LOADED it with blanks', 'the wagon LOADED with apples', 'i LOADED the gun with blanks', 'i LOADED the plane with supplies', 'i LOADED the gun with blanks', 'they LOADED me like cargo', 'they LOADED me like cargo', 'remotecontrolled cars LOADED with explosives', 'therapists LOADED him with hormones', 'i LOADED it with soot', 'flowers LOAD them in similar ways', 'you LOAD one of these', 'you LOAD yourself with things']"
lock,"['phasers LOCKED on target', 'viewer LOCKED onto coordinates', 'phasers LOCKED on coordinates', 'phasers LOCKED on target', 'sensors LOCKED on probes', 'they LOCK it at 7:30', 'they LOCK doors at night', 'i LOCKED the door in mexico', 'phasers LOCKED a captain on target', 'they LOCK them at 10', 'i LOCKED the door on you', 'they LOCKED me in this', 'you LOCK this after me', 'father LOCKS the doors at 7', 'i LOCKED the door behind me', 'summit LOCKED to down', 'phasers LOCKED on target', 'you LOCKED in fridge', 'she LOCKED the key inside herself', 'planetary banks LOCKED onto target']"
long,"['i LONGED for england', 'i LONGED for prison', 'i LONGED for this', 'i LONGED for this', 'i LONGED for it', 'he LONGS for home', 'you LONGED for sofia', 'emperors LONGED for unity', 'he LONGS for contest', 'we LONGED for someone', 'she LONGED for home', 'he LONGS much for me', 'women LONGED we for that', 'majesty LONGED for adventure', 'i LONGED for something', 'i LONGED for it', 'i LONGED for gio']"
look,"['i LOOKED into it', 'it LOOKS like it', 'the whole world LOOKS upon us', 'it LOOKS like it', 'i LOOK at you', 'it LOOKS like this', 'you LOOK at it', 'she LOOKS like this', 'you LOOK like the', 'this LOOKS like romance', 'hugo LOOKS like business', 'it LOOKS like it', ""c'mon LOOK at her"", 'it LOOKS like new', 'you LOOK like somebody', 'nobody LOOKED after you', 'he LOOKS like chevalier', 'he LOOKED like voltaire', 'you LOOK after her', 'that LOOKS like him']"
love,"['i LOVE nights with fog', 'i LOVE him for that', 'i LOVE you like that', 'i LOVE you for this', 'i LOVE ya in that', 'i LOVE you like mad', 'they LOVE like that', 'i LOVE everything about it', 'i LOVE the music of others', 'he LOVES everything about you', 'i LOVE the smell of snow', 'he LOVES the taste of blood', 'you LOVE someone like that', 'you LOVE anybody like that', 'i LOVE you for it', 'i LOVE you for it', 'i LOVE you for it', 'i LOVE you for yourself', 'i LOVE her for herself', 'he LOVES all of you']"
